,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
DCS_OLA,0.43924099345786094,0.0,0.0,0.0,0.0,0.0,1.0
DCS_LCA,0.4473076581510317,0.0,0.0,0.0,0.0,0.0,1.0
DCS_OLA_TW,0.43924099345786094,0.0,0.0,0.0,0.0,0.0,1.0
DCS_LCA_TW,0.4473076581510317,0.0,0.0,0.0,0.0,0.0,1.0
