,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
DES_baseline,0.5411174348612829,0.0,0.0,0.0,0.0,0.0024665257223396757,1.0
DES_time_weighted,0.5206520001938586,0.0,,0.0,0.0,,
DES_minority_weighted,0.5202133596738854,0.005747126436781609,,0.0035087719298245615,0.015873015873015872,,
DES_combined,0.5202133596738854,0.005747126436781609,,0.0035087719298245615,0.015873015873015872,,
