test_feature_year,test_event_year,validation_feature_year,validation_event_year,method,n_validation,n_validation_positive,n_test,n_test_positive,prevalence,f1_threshold_from_validation,fpr5_threshold_from_validation,validation_AUC,validation_PR_AUC,validation_F1,validation_G_Mean,validation_Recall,validation_Precision,validation_Balanced_Accuracy,validation_Cohen_Kappa,validation_Type1_Error,validation_Type2_Error,validation_Recall_at_5pctFPR,validation_Precision_at_5pctFPR,validation_Realized_FPR_at_5pctFPR,validation_Alerts_at_5pctFPR,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
2012,2013,2011,2012,B_data_equal,3513,25,3485,26,0.00746054519369,0.31,0.00658223824576,0.888681192661,0.238641427369,0.275862068966,0.4,0.16,1,0.58,0.274437680105,0,0.84,0.44,0.0709677419355,0.0412844036697,155,0.919240776569,0.203991961124,0.0645161290323,0.196002707636,0.0384615384615,0.2,0.518652567438,0.0622593365808,0.00115640358485,0.961538461538,0.576923076923,0.0824175824176,0.0482798496675,182,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2012,2013,2011,2012,B_model_FIFO3_equal,3513,25,3485,26,0.00746054519369,0.08,0.00734832882881,0.918348623853,0.187102536169,0.260869565217,0.488843420645,0.24,0.285714285714,0.617849770642,0.256035578145,0.0043004587156,0.76,0.56,0.0833333333333,0.0441513761468,168,0.892587897792,0.231257288255,0.280701754386,0.552852930614,0.307692307692,0.258064516129,0.65052149354,0.274816908843,0.00664932061289,0.692307692308,0.5,0.0604651162791,0.058398381035,215,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2013,2014,2012,2013,Recent3y,3485,26,3484,28,0.00803673938002,0.05,0.00404610531405,0.89504525541,0.269108405828,0.333333333333,0.586730305846,0.346153846154,0.321428571429,0.670330464563,0.328135208371,0.00549291702804,0.653846153846,0.576923076923,0.0920245398773,0.0427869326395,163,0.782469411376,0.0831860311885,0.078431372549,0.266448013036,0.0714285714286,0.0869565217391,0.53267609127,0.0717023061747,0.00607638888889,0.928571428571,0.25,0.046357615894,0.0416666666667,151,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2013,2014,2012,2013,B_data_equal,3485,26,3484,28,0.00803673938002,0.16,0.0072117689997,0.901772410879,0.198601353254,0.263157894737,0.438085057979,0.192307692308,0.416666666667,0.595141993017,0.259669514286,0.00202370627349,0.807692307692,0.538461538462,0.0864197530864,0.0427869326395,162,0.823815724206,0.0475500880923,0,0,0,0,0.499131944444,-0.00284456484931,0.00173611111111,1,0.25,0.0530303030303,0.0361689814815,132,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2013,2014,2012,2013,B_model_FIFO3_equal,3485,26,3484,28,0.00803673938002,0.12,0.00918670278043,0.893644227989,0.297711770914,0.363636363636,0.553897794248,0.307692307692,0.444444444444,0.652400649365,0.359728091126,0.00289100896213,0.692307692308,0.538461538462,0.115702479339,0.0309337958948,121,0.855944113757,0.0857760485863,0.111111111111,0.267029143526,0.0714285714286,0.25,0.534846230159,0.107924721547,0.00173611111111,0.928571428571,0.25,0.0642201834862,0.0295138888889,109,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2014,2015,2013,2014,Recent3y,3484,28,3504,33,0.00941780821918,0.08,0.00329648540355,0.819454778439,0.0880360922436,0.177777777778,0.377252932569,0.142857142857,0.235294117647,0.569547784392,0.172754575558,0.00376157407407,0.857142857143,0.392857142857,0.0709677419355,0.0416666666667,155,0.845202238461,0.0792212364597,0.131147540984,0.346949575608,0.121212121212,0.142857142857,0.557148843666,0.123570053234,0.00691443388073,0.878787878788,0.363636363636,0.0652173913043,0.0495534428119,184,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2014,2015,2013,2014,B_data_equal,3484,28,3504,33,0.00941780821918,0.07,0.00534734642133,0.795872602513,0.114323514407,0.170212765957,0.377143345659,0.142857142857,0.210526315789,0.56925843254,0.164785719554,0.00434027777778,0.857142857143,0.392857142857,0.0683229813665,0.0434027777778,161,0.844791912208,0.0749293172689,0.202898550725,0.458638149222,0.212121212121,0.194444444444,0.601883135591,0.194987468672,0.00835494093921,0.787878787879,0.272727272727,0.0508474576271,0.0484010371651,177,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2014,2015,2013,2014,B_model_FIFO3_equal,3484,28,3504,33,0.00941780821918,0.02,0.00464493548498,0.843357308201,0.0811802401004,0.120481927711,0.419509153528,0.178571428571,0.0909090909091,0.582051917989,0.111013240496,0.0144675925926,0.821428571429,0.5,0.0833333333333,0.0445601851852,168,0.866329675318,0.0635358445208,0.14,0.456568140458,0.212121212121,0.10447761194,0.59741756371,0.129008202834,0.0172860847018,0.787878787879,0.333333333333,0.0635838150289,0.0466724286949,173,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2015,2016,2014,2015,Recent3y,3504,33,3354,33,0.00983899821109,0.07,0.00268770405091,0.888801585431,0.0784546200576,0.166666666667,0.388013934642,0.151515151515,0.185185185185,0.572588460229,0.159542929511,0.00633823105733,0.848484848485,0.333333333333,0.0604395604396,0.0492653414002,182,0.894728677927,0.152552626603,0.276923076923,0.520421431112,0.272727272727,0.28125,0.632900823958,0.269849651224,0.0069256248118,0.727272727273,0.606060606061,0.0888888888889,0.0617283950617,225,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2015,2016,2014,2015,B_data_equal,3504,33,3354,33,0.00983899821109,0.06,0.00428847409785,0.880062509276,0.0756060293317,0.181818181818,0.424739762439,0.181818181818,0.181818181818,0.587019721851,0.174039443702,0.00777873811582,0.818181818182,0.424242424242,0.0773480662983,0.0481129357534,181,0.860976522223,0.20666782805,0.258823529412,0.573775310549,0.333333333333,0.211538461538,0.66049382716,0.249792301302,0.0123456790123,0.666666666667,0.545454545455,0.0725806451613,0.069256248118,248,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2015,2016,2014,2015,B_model_FIFO3_equal,3504,33,3354,33,0.00983899821109,0.02,0.00403287354857,0.892773892774,0.0771755280453,0.163265306122,0.488306465998,0.242424242424,0.123076923077,0.613001230979,0.152679724685,0.0164217804667,0.757575757576,0.454545454545,0.0824175824176,0.0481129357534,182,0.89629812123,0.168293389952,0.214285714286,0.596908811007,0.363636363636,0.151898734177,0.671730858723,0.20322648569,0.0201746461909,0.636363636364,0.636363636364,0.0954545454545,0.0599217103282,220,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2016,2017,2015,2016,Recent3y,3354,33,3191,29,0.00908806016923,0.2,0.00696186674759,0.870046444572,0.177525535929,0.259259259259,0.459594380323,0.212121212121,0.333333333333,0.603952807205,0.253546987147,0.00421559771153,0.787878787879,0.424242424242,0.0886075949367,0.0433604336043,158,0.84677964623,0.132425981888,0.227272727273,0.414570289505,0.172413793103,0.333333333333,0.584625618879,0.222454742213,0.00316255534472,0.827586206897,0.379310344828,0.0948275862069,0.0332068311195,116,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2016,2017,2015,2016,B_data_equal,3354,33,3191,29,0.00908806016923,0.13,0.0105845266953,0.851432117015,0.19138430704,0.266666666667,0.490955489355,0.242424242424,0.296296296296,0.618351537051,0.26011491141,0.00572116832279,0.757575757576,0.484848484848,0.106666666667,0.0403492923818,150,0.878034417326,0.218801616658,0.304347826087,0.490526181683,0.241379310345,0.411764705882,0.6191083775,0.299643347051,0.00316255534472,0.758620689655,0.48275862069,0.112,0.0351043643264,125,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2016,2017,2015,2016,B_model_FIFO3_equal,3354,33,3191,29,0.00908806016923,0.09,0.00852233916521,0.900823957735,0.190631894849,0.315789473684,0.600201621339,0.363636363636,0.279069767442,0.677150912923,0.308085977482,0.00933453778982,0.636363636364,0.545454545455,0.105882352941,0.0457693465824,170,0.852417719034,0.279638203132,0.321428571429,0.555498117673,0.310344827586,0.333333333333,0.652326113983,0.315429345678,0.00569259962049,0.689655172414,0.48275862069,0.107692307692,0.0366856419987,130,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2017,2018,2016,2017,Recent3y,3191,29,3014,21,0.00696748506967,0.14,0.00741713726893,0.852352286855,0.107170267153,0.166666666667,0.321430259159,0.103448275862,0.428571428571,0.551091626862,0.163711015987,0.00126502213789,0.896551724138,0.344827586207,0.0892857142857,0.0322580645161,112,0.864588802444,0.111146973881,0.0689655172414,0.217962557891,0.047619047619,0.125,0.522640128554,0.0653726886413,0.00233879051119,0.952380952381,0.380952380952,0.0842105263158,0.0290678249248,95,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2017,2018,2016,2017,B_data_equal,3191,29,3014,21,0.00696748506967,0.03,0.00653243204579,0.866452921547,0.149499442856,0.222222222222,0.553285145296,0.310344827586,0.173076923077,0.648372919802,0.213039478577,0.0135989879823,0.689655172414,0.448275862069,0.0807453416149,0.0468058191018,161,0.888103988672,0.0818587590798,0.126984126984,0.433656372336,0.190476190476,0.0952380952381,0.588889949565,0.118797775864,0.0126962913465,0.809523809524,0.380952380952,0.0625,0.0400935516204,128,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2017,2018,2016,2017,B_model_FIFO3_equal,3191,29,3014,21,0.00696748506967,0.14,0.00622420245782,0.881306026304,0.251943922627,0.372093023256,0.524727178188,0.275862068966,0.571428571429,0.636982267879,0.368355070711,0.00189753320683,0.724137931034,0.51724137931,0.0980392156863,0.0436432637571,153,0.890760981974,0.134009198327,0.2,0.435340765498,0.190476190476,0.210526315789,0.592732248262,0.194669427698,0.00501169395256,0.809523809524,0.52380952381,0.0802919708029,0.0420982292015,137,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2018,2019,2017,2018,Recent3y,3014,21,2723,36,0.0132207124495,0.07,0.00271132774651,0.865463860118,0.179647020589,0.258064516129,0.4359981045,0.190476190476,0.4,0.594235756448,0.254714344077,0.00200467758102,0.809523809524,0.428571428571,0.0588235294118,0.0481122619445,153,0.855109994624,0.206305609369,0.310344827586,0.49878900614,0.25,0.409090909091,0.622580945292,0.303357850975,0.00483810941571,0.75,0.472222222222,0.103658536585,0.0547078526237,164,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2018,2019,2017,2018,B_data_equal,3014,21,2723,36,0.0132207124495,0.07,0.00910396501422,0.826340827009,0.142910436414,0.263157894737,0.486970871535,0.238095238095,0.294117647059,0.617042941467,0.258535556766,0.00400935516204,0.761904761905,0.380952380952,0.105263157895,0.0227196792516,76,0.820690154241,0.231232299612,0.289855072464,0.524785741453,0.277777777778,0.30303030303,0.634609022867,0.280759631504,0.00855973204317,0.722222222222,0.361111111111,0.117117117117,0.0364719017492,111,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
2018,2019,2017,2018,B_model_FIFO3_equal,3014,21,2723,36,0.0132207124495,0.09,0.00473826192319,0.878080600767,0.152343780884,0.210526315789,0.435486926578,0.190476190476,0.235294117647,0.593066361192,0.205573810821,0.00434346809222,0.809523809524,0.571428571429,0.0769230769231,0.0481122619445,156,0.859229624116,0.186490612885,0.229508196721,0.439479096801,0.194444444444,0.28,0.593872761858,0.221067174671,0.00669892072944,0.805555555556,0.472222222222,0.111842105263,0.0502419054708,152,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
