model,AUC_mean,AUC_std,F1_mean,F1_std,G_Mean_mean,G_Mean_std,Recall_mean,Recall_std,Precision_mean,Precision_std,Type1_Error_mean,Type1_Error_std,Type2_Error_mean,Type2_Error_std
lgbm,0.6715419619705011,0.004467520899829357,0.27933654611499203,0.00500439274142116,0.5977012640182924,0.005744136215584434,0.4679066583561253,0.008599355418187538,0.19910379991257166,0.0037162286512744933,0.23644771946095341,0.0030641473243457826,0.5320933416438747,0.008599355418187515
lr,0.6421826732342376,0.0065703174676900525,0.25611119454204195,0.003863555978057984,0.5954881821088246,0.0045502687134905285,0.5225863381522069,0.007087373753549035,0.16962578726812097,0.0028822688253541933,0.3214061144469154,0.0051958143515159465,0.47741366184779305,0.007087373753549062
rf,0.6588825801783622,0.008138092227467883,0.007349856843431207,0.0007767865818364021,0.06073062741632921,0.0033117547330321043,0.003698190906779293,0.0003940865086255626,0.6021212121212122,0.08132285530664167,0.00032076403642713834,0.0001198939736300223,0.9963018090932207,0.00039408650862551885
xgb,0.6703957694863013,0.0034793832603891004,0.27828451603448756,0.002182226696830594,0.6102605188549937,0.0018402024356372621,0.5115794835060561,0.004051146853130913,0.19113596152625986,0.0021665092847812,0.2719972667087379,0.0048912823229317615,0.48842051649394386,0.0040511468531309195
