dataset,ensemble,type,subset,subset_indices,F1
O12 + N4,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.2641
O12 + N4,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2672
O12 + N4,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.2408
O12 + N4,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.2711
O12 + N4,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.2663
O12 + N4,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.2420
O12 + N4,3models,k_subsets_mean,,,0.2450
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.2371
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1894
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.2289
O12 + N4,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2696
O12 + N4,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2634
O12 + N4,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.2375
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2665
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2667
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.2599
O12 + N4,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.2973
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.2484
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.2510
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.2280
O12 + N4,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2651
O12 + N4,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.2757
O12 + N4,4models,k_subsets_mean,,,0.2523
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.2577
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.2537
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.2358
O12 + N4,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2765
O12 + N4,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2660
O12 + N4,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.2489
O12 + N4,5models,k_subsets_mean,,,0.2564
O12 + N4,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2583
O12 + N4,6models,k_subsets_mean,,,0.2583
O12 + N4,New,under,,,0.2885
O12 + N4,New,over,,,0.2628
O12 + N4,New,hybrid,,,0.2451
O12 + N4,Old,under,,,0.1577
O12 + N4,Old,over,,,0.1312
O12 + N4,Old,hybrid,,,0.1700
O12 + N4,OldNew,under,,,0.2708
O12 + N4,OldNew,over,,,0.1957
O12 + N4,OldNew,hybrid,,,0.2218
O14 + N2,2models,k_subset,Old_under+New_under,"0,3",0.2926
O14 + N2,2models,k_subset,Old_under+New_over,"0,4",0.2709
O14 + N2,2models,k_subset,Old_under+New_hybrid,"0,5",0.2775
O14 + N2,2models,k_subset,Old_over+New_under,"1,3",0.2812
O14 + N2,2models,k_subset,Old_over+New_over,"1,4",0.2022
O14 + N2,2models,k_subset,Old_over+New_hybrid,"1,5",0.2186
O14 + N2,2models,k_subset,Old_hybrid+New_under,"2,3",0.2836
O14 + N2,2models,k_subset,Old_hybrid+New_over,"2,4",0.2193
O14 + N2,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.2398
O14 + N2,2models,k_subsets_mean,,,0.2540
O14 + N2,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.2688
O14 + N2,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.2521
O14 + N2,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2384
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.2780
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.2532
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.2639
O14 + N2,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2819
O14 + N2,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.3041
O14 + N2,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.2706
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.2577
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.2085
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.2164
O14 + N2,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.2559
O14 + N2,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2762
O14 + N2,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.2358
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.2574
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.2733
O14 + N2,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.2468
O14 + N2,3models,k_subsets_mean,,,0.2577
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.2359
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.2260
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.2157
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2671
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2729
O14 + N2,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.2678
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2735
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2747
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.2655
O14 + N2,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.2852
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.2482
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.2457
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.2246
O14 + N2,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2495
O14 + N2,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.2727
O14 + N2,4models,k_subsets_mean,,,0.2550
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.2478
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.2566
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.2459
O14 + N2,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2631
O14 + N2,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2740
O14 + N2,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.2581
O14 + N2,5models,k_subsets_mean,,,0.2576
O14 + N2,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2626
O14 + N2,6models,k_subsets_mean,,,0.2626
O14 + N2,New,under,,,0.2524
O14 + N2,New,over,,,0.1956
O14 + N2,New,hybrid,,,0.2450
O14 + N2,Old,under,,,0.2442
O14 + N2,Old,over,,,0.1345
O14 + N2,Old,hybrid,,,0.1808
O14 + N2,OldNew,under,,,0.2926
O14 + N2,OldNew,over,,,0.2022
O14 + N2,OldNew,hybrid,,,0.2398
avg,2models,k_subset,Old_under+New_under,"0,3",0.2250
avg,2models,k_subset,Old_under+New_over,"0,4",0.1846
avg,2models,k_subset,Old_under+New_hybrid,"0,5",0.2031
avg,2models,k_subset,Old_over+New_under,"1,3",0.2112
avg,2models,k_subset,Old_over+New_over,"1,4",0.1502
avg,2models,k_subset,Old_over+New_hybrid,"1,5",0.1716
avg,2models,k_subset,Old_hybrid+New_under,"2,3",0.2040
avg,2models,k_subset,Old_hybrid+New_over,"2,4",0.1591
avg,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.1811
avg,2models,k_subsets_mean,,,0.1878
avg,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.1726
avg,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.1503
avg,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.1647
avg,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.1770
avg,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.1615
avg,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.1720
avg,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.2242
avg,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.2495
avg,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.2154
avg,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.1660
avg,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.1406
avg,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.1539
avg,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.2145
avg,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2327
avg,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.1916
avg,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.2173
avg,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.2271
avg,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.1909
avg,3models,k_subsets_mean,,,0.1901
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.1547
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.1375
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.1467
avg,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2042
avg,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.2128
avg,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.1848
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.2016
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2104
avg,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.1855
avg,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.2400
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.1848
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.1937
avg,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.1693
avg,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2175
avg,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.2284
avg,4models,k_subsets_mean,,,0.1915
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.1791
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.1859
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.1694
avg,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2115
avg,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.2167
avg,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.2029
avg,5models,k_subsets_mean,,,0.1943
avg,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.1968
avg,6models,k_subsets_mean,,,0.1968
avg,New,under,,,0.2478
avg,New,over,,,0.1864
avg,New,hybrid,,,0.2213
avg,Old,under,,,0.1190
avg,Old,over,,,0.0889
avg,Old,hybrid,,,0.1104
avg,OldNew,under,,,0.2250
avg,OldNew,over,,,0.1502
avg,OldNew,hybrid,,,0.1811
