dataset,ensemble,type,subset,subset_indices,Recall
O12 + N4,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.3031
O12 + N4,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.3833
O12 + N4,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.3310
O12 + N4,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.3519
O12 + N4,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.3868
O12 + N4,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.3624
O12 + N4,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.4321
O12 + N4,3models,k_subsets_mean,,,0.3449
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.2892
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.4216
O12 + N4,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.3066
O12 + N4,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.2997
O12 + N4,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.3345
O12 + N4,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.4146
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.3519
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.2787
O12 + N4,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.3554
O12 + N4,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.3693
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.3345
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.3345
O12 + N4,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.4111
O12 + N4,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.3833
O12 + N4,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.3415
O12 + N4,4models,k_subsets_mean,,,0.3484
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.3345
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.3624
O12 + N4,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.3902
O12 + N4,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.3868
O12 + N4,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.3554
O12 + N4,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.4042
O12 + N4,5models,k_subsets_mean,,,0.3722
O12 + N4,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.2997
O12 + N4,6models,k_subsets_mean,,,0.2997
O12 + N4,New,under,,,0.3554
O12 + N4,New,over,,,0.2962
O12 + N4,New,hybrid,,,0.4599
O12 + N4,Old,under,,,0.2300
O12 + N4,Old,over,,,0.2404
O12 + N4,Old,hybrid,,,0.2056
O12 + N4,OldNew,under,,,0.3693
O12 + N4,OldNew,over,,,0.4425
O12 + N4,OldNew,hybrid,,,0.4321
O14 + N2,2models,k_subset,Old_under+New_under,"0,3",0.3171
O14 + N2,2models,k_subset,Old_under+New_over,"0,4",0.3101
O14 + N2,2models,k_subset,Old_under+New_hybrid,"0,5",0.3519
O14 + N2,2models,k_subset,Old_over+New_under,"1,3",0.3101
O14 + N2,2models,k_subset,Old_over+New_over,"1,4",0.2857
O14 + N2,2models,k_subset,Old_over+New_hybrid,"1,5",0.2997
O14 + N2,2models,k_subset,Old_hybrid+New_under,"2,3",0.3275
O14 + N2,2models,k_subset,Old_hybrid+New_over,"2,4",0.2892
O14 + N2,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.3171
O14 + N2,2models,k_subsets_mean,,,0.3120
O14 + N2,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.3171
O14 + N2,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.3101
O14 + N2,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.2509
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.3589
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.3101
O14 + N2,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.3554
O14 + N2,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.4007
O14 + N2,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.2962
O14 + N2,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.2857
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.2195
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.2300
O14 + N2,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.2718
O14 + N2,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.2265
O14 + N2,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.2753
O14 + N2,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.2892
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.3624
O14 + N2,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.3171
O14 + N2,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.2997
O14 + N2,3models,k_subsets_mean,,,0.2987
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.3136
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.3693
O14 + N2,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.2160
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.3136
O14 + N2,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.3484
O14 + N2,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.2753
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.3240
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.3589
O14 + N2,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.3206
O14 + N2,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.2544
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.2439
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.2718
O14 + N2,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.2962
O14 + N2,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.2160
O14 + N2,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.3345
O14 + N2,4models,k_subsets_mean,,,0.2971
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.2927
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.3031
O14 + N2,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.3101
O14 + N2,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.2892
O14 + N2,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.3484
O14 + N2,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.3624
O14 + N2,5models,k_subsets_mean,,,0.3177
O14 + N2,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.3275
O14 + N2,6models,k_subsets_mean,,,0.3275
O14 + N2,New,under,,,0.3171
O14 + N2,New,over,,,0.1707
O14 + N2,New,hybrid,,,0.3171
O14 + N2,Old,under,,,0.3275
O14 + N2,Old,over,,,0.2578
O14 + N2,Old,hybrid,,,0.2230
O14 + N2,OldNew,under,,,0.3171
O14 + N2,OldNew,over,,,0.2857
O14 + N2,OldNew,hybrid,,,0.3171
avg,2models,k_subset,Old_under+New_under,"0,3",0.4216
avg,2models,k_subset,Old_under+New_over,"0,4",0.3793
avg,2models,k_subset,Old_under+New_hybrid,"0,5",0.4475
avg,2models,k_subset,Old_over+New_under,"1,3",0.3957
avg,2models,k_subset,Old_over+New_over,"1,4",0.4191
avg,2models,k_subset,Old_over+New_hybrid,"1,5",0.4550
avg,2models,k_subset,Old_hybrid+New_under,"2,3",0.3778
avg,2models,k_subset,Old_hybrid+New_over,"2,4",0.4097
avg,2models,k_subset,Old_hybrid+New_hybrid,"2,5",0.4430
avg,2models,k_subsets_mean,,,0.4165
avg,3models,k_subset,Old_under+Old_over+New_under,"0,1,3",0.3892
avg,3models,k_subset,Old_under+Old_over+New_over,"0,1,4",0.4072
avg,3models,k_subset,Old_under+Old_over+New_hybrid,"0,1,5",0.3932
avg,3models,k_subset,Old_under+Old_hybrid+New_under,"0,2,3",0.3828
avg,3models,k_subset,Old_under+Old_hybrid+New_over,"0,2,4",0.3664
avg,3models,k_subset,Old_under+Old_hybrid+New_hybrid,"0,2,5",0.3922
avg,3models,k_subset,Old_under+New_under+New_over,"0,3,4",0.4639
avg,3models,k_subset,Old_under+New_under+New_hybrid,"0,3,5",0.4241
avg,3models,k_subset,Old_under+New_over+New_hybrid,"0,4,5",0.4151
avg,3models,k_subset,Old_over+Old_hybrid+New_under,"1,2,3",0.3216
avg,3models,k_subset,Old_over+Old_hybrid+New_over,"1,2,4",0.3768
avg,3models,k_subset,Old_over+Old_hybrid+New_hybrid,"1,2,5",0.3888
avg,3models,k_subset,Old_over+New_under+New_over,"1,3,4",0.3758
avg,3models,k_subset,Old_over+New_under+New_hybrid,"1,3,5",0.4062
avg,3models,k_subset,Old_over+New_over+New_hybrid,"1,4,5",0.4321
avg,3models,k_subset,Old_hybrid+New_under+New_over,"2,3,4",0.4176
avg,3models,k_subset,Old_hybrid+New_under+New_hybrid,"2,3,5",0.4311
avg,3models,k_subset,Old_hybrid+New_over+New_hybrid,"2,4,5",0.4530
avg,3models,k_subsets_mean,,,0.4021
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_under,"0,1,2,3",0.3604
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_over,"0,1,2,4",0.3763
avg,4models,k_subset,Old_under+Old_over+Old_hybrid+New_hybrid,"0,1,2,5",0.3410
avg,4models,k_subset,Old_under+Old_over+New_under+New_over,"0,1,3,4",0.3863
avg,4models,k_subset,Old_under+Old_over+New_under+New_hybrid,"0,1,3,5",0.4385
avg,4models,k_subset,Old_under+Old_over+New_over+New_hybrid,"0,1,4,5",0.4146
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_over,"0,2,3,4",0.4067
avg,4models,k_subset,Old_under+Old_hybrid+New_under+New_hybrid,"0,2,3,5",0.4136
avg,4models,k_subset,Old_under+Old_hybrid+New_over+New_hybrid,"0,2,4,5",0.4385
avg,4models,k_subset,Old_under+New_under+New_over+New_hybrid,"0,3,4,5",0.4331
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_over,"1,2,3,4",0.3823
avg,4models,k_subset,Old_over+Old_hybrid+New_under+New_hybrid,"1,2,3,5",0.4072
avg,4models,k_subset,Old_over+Old_hybrid+New_over+New_hybrid,"1,2,4,5",0.4092
avg,4models,k_subset,Old_over+New_under+New_over+New_hybrid,"1,3,4,5",0.4211
avg,4models,k_subset,Old_hybrid+New_under+New_over+New_hybrid,"2,3,4,5",0.4216
avg,4models,k_subsets_mean,,,0.4034
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over,"0,1,2,3,4",0.3718
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_hybrid,"0,1,2,3,5",0.4271
avg,5models,k_subset,Old_under+Old_over+Old_hybrid+New_over+New_hybrid,"0,1,2,4,5",0.4042
avg,5models,k_subset,Old_under+Old_over+New_under+New_over+New_hybrid,"0,1,3,4,5",0.4440
avg,5models,k_subset,Old_under+Old_hybrid+New_under+New_over+New_hybrid,"0,2,3,4,5",0.4395
avg,5models,k_subset,Old_over+Old_hybrid+New_under+New_over+New_hybrid,"1,2,3,4,5",0.4226
avg,5models,k_subsets_mean,,,0.4182
avg,6models,k_subset,Old_under+Old_over+Old_hybrid+New_under+New_over+New_hybrid,"0,1,2,3,4,5",0.4136
avg,6models,k_subsets_mean,,,0.4136
avg,New,under,,,0.4171
avg,New,over,,,0.3962
avg,New,hybrid,,,0.4545
avg,Old,under,,,0.2349
avg,Old,over,,,0.2384
avg,Old,hybrid,,,0.2628
avg,OldNew,under,,,0.4216
avg,OldNew,over,,,0.4191
avg,OldNew,hybrid,,,0.4430
