split,fs,ensemble,AUC,F1,Recall
split_1+15,no_fs,Old_3,0.5633958981166659,0.059171597633136,0.313588850174216
split_1+15,no_fs,New_3,0.8365856563347389,0.1558211598052235,0.6132404181184669
split_1+15,no_fs,All_6,0.7957644953690053,0.1314000906207521,0.5052264808362369
split_1+15,mi_r80,Old_3,0.5415369063474473,0.0517496303597831,0.3658536585365853
split_1+15,mi_r80,New_3,0.8389154598388119,0.1659712563745943,0.6236933797909407
split_1+15,mi_r80,All_6,0.7928733371773664,0.1355311355311355,0.5156794425087108
split_2+14,no_fs,Old_3,0.6115007269289032,0.0661221314663555,0.2961672473867596
split_2+14,no_fs,New_3,0.833463420443768,0.1845972957084068,0.5470383275261324
split_2+14,no_fs,All_6,0.797636645931159,0.1329763498438197,0.519163763066202
split_2+14,mi_r80,Old_3,0.579881861344666,0.0587142326272761,0.2752613240418118
split_2+14,mi_r80,New_3,0.8441600957425641,0.1552867733125243,0.6933797909407665
split_2+14,mi_r80,All_6,0.798532199101542,0.1370488807674737,0.5226480836236934
split_3+13,no_fs,Old_3,0.5959148193280301,0.0561379776800811,0.289198606271777
split_3+13,no_fs,New_3,0.8352925798060458,0.1817095038852361,0.5296167247386759
split_3+13,no_fs,All_6,0.7855744190741496,0.127809607756721,0.5052264808362369
split_3+13,mi_r80,Old_3,0.5948173818068794,0.0541543026706231,0.2543554006968641
split_3+13,mi_r80,New_3,0.8345553388243939,0.1694273544723142,0.6236933797909407
split_3+13,mi_r80,All_6,0.7867055524006082,0.1327389796929172,0.4668989547038327
split_4+12,no_fs,Old_3,0.6022544236637507,0.0643056849953401,0.2404181184668989
split_4+12,no_fs,New_3,0.8504063104109872,0.1746898263027295,0.6132404181184669
split_4+12,no_fs,All_6,0.8023056935744133,0.146372239747634,0.4041811846689895
split_4+12,mi_r80,Old_3,0.6134306832260248,0.0677698975571316,0.2996515679442508
split_4+12,mi_r80,New_3,0.8571265902023636,0.2261735419630156,0.554006968641115
split_4+12,mi_r80,All_6,0.8091475396978707,0.1461609620721554,0.5505226480836237
split_5+11,no_fs,Old_3,0.6335629102137504,0.0813079982324348,0.3205574912891986
split_5+11,no_fs,New_3,0.8444886298443167,0.1833420639078051,0.6097560975609756
split_5+11,no_fs,All_6,0.8044161838629045,0.1490312965722801,0.5226480836236934
split_5+11,mi_r80,Old_3,0.6212608912250023,0.0773809523809523,0.3623693379790941
split_5+11,mi_r80,New_3,0.8564881127879939,0.2058623040218132,0.5261324041811847
split_5+11,mi_r80,All_6,0.8106804083583026,0.150375939849624,0.4878048780487805
split_6+10,no_fs,Old_3,0.6316699902543598,0.0783604581072935,0.2264808362369338
split_6+10,no_fs,New_3,0.8577421196113946,0.188235294117647,0.6411149825783972
split_6+10,no_fs,All_6,0.8129005552545849,0.1590457256461232,0.4181184668989547
split_6+10,mi_r80,Old_3,0.616399109385008,0.0852378011117974,0.2404181184668989
split_6+10,mi_r80,New_3,0.8592244445638644,0.2169625246548323,0.5749128919860628
split_6+10,mi_r80,All_6,0.8078113267287617,0.1589548176374523,0.5087108013937283
split_7+9,no_fs,Old_3,0.6580567106212956,0.0881427072402938,0.2926829268292683
split_7+9,no_fs,New_3,0.855279711494191,0.2040816326530612,0.5923344947735192
split_7+9,no_fs,All_6,0.8188513506644028,0.1658476658476658,0.470383275261324
split_7+9,mi_r80,Old_3,0.6550174070787333,0.091578947368421,0.3031358885017421
split_7+9,mi_r80,New_3,0.8590060027915232,0.1832590391282813,0.6445993031358885
split_7+9,mi_r80,All_6,0.8195078379057474,0.1729032258064516,0.4668989547038327
split_8+8,no_fs,Old_3,0.6852303442346042,0.0946502057613168,0.3205574912891986
split_8+8,no_fs,New_3,0.8514752807862742,0.192102454642476,0.627177700348432
split_8+8,no_fs,All_6,0.8226110472859627,0.1673590504451038,0.4912891986062718
split_8+8,mi_r80,Old_3,0.6752886292633545,0.0849273144605967,0.3867595818815331
split_8+8,mi_r80,New_3,0.8568320423869992,0.1782373215164943,0.6306620209059234
split_8+8,mi_r80,All_6,0.815783434735437,0.155,0.5400696864111498
split_9+7,no_fs,Old_3,0.7078396486340853,0.1076732673267326,0.3031358885017421
split_9+7,no_fs,New_3,0.8526668341774231,0.2321056289089645,0.5818815331010453
split_9+7,no_fs,All_6,0.8252759207160938,0.1626373626373626,0.5156794425087108
split_9+7,mi_r80,Old_3,0.7022676405529017,0.1023454157782516,0.3344947735191638
split_9+7,mi_r80,New_3,0.8595820267736412,0.2010836845273931,0.5818815331010453
split_9+7,mi_r80,All_6,0.8306974595977128,0.1939914163090128,0.3937282229965156
split_10+6,no_fs,Old_3,0.7668889331065645,0.1430555555555555,0.3588850174216028
split_10+6,no_fs,New_3,0.8581136449130228,0.2314049586776859,0.5365853658536586
split_10+6,no_fs,All_6,0.8431230782861036,0.1891397193410616,0.5400696864111498
split_10+6,mi_r80,Old_3,0.761179817955507,0.1228996639462313,0.445993031358885
split_10+6,mi_r80,New_3,0.8612432880715397,0.1846006695361071,0.6724738675958188
split_10+6,mi_r80,All_6,0.8402297414863624,0.1790722761596548,0.578397212543554
split_11+5,no_fs,Old_3,0.7733489418500449,0.1402918069584736,0.4355400696864111
split_11+5,no_fs,New_3,0.854838470733305,0.1861622697859631,0.6515679442508711
split_11+5,no_fs,All_6,0.8393892344806851,0.1863560732113144,0.5853658536585366
split_11+5,mi_r80,Old_3,0.7511511039007251,0.1181777176364456,0.4564459930313589
split_11+5,mi_r80,New_3,0.8604319744144264,0.1892030848329048,0.6411149825783972
split_11+5,mi_r80,All_6,0.8353323757140387,0.1749622926093514,0.6062717770034843
split_12+4,no_fs,Old_3,0.7763211442630712,0.1342412451361867,0.4808362369337979
split_12+4,no_fs,New_3,0.8516620601208691,0.192163177670424,0.6236933797909407
split_12+4,no_fs,All_6,0.8383069019757071,0.1931428571428571,0.5888501742160279
split_12+4,mi_r80,Old_3,0.7810928769681909,0.1547540983606557,0.4111498257839721
split_12+4,mi_r80,New_3,0.8602338663177022,0.1952479338842975,0.6585365853658537
split_12+4,mi_r80,All_6,0.8501373249306838,0.2216905901116427,0.4843205574912892
split_13+3,no_fs,Old_3,0.7987366977820318,0.1481935088793631,0.4216027874564459
split_13+3,no_fs,New_3,0.8605635623437756,0.2020820575627679,0.5749128919860628
split_13+3,no_fs,All_6,0.8483502853250411,0.1626916524701873,0.6655052264808362
split_13+3,mi_r80,Old_3,0.7743054960472787,0.1582002902757619,0.3797909407665505
split_13+3,mi_r80,New_3,0.8638128837073519,0.2121922626025791,0.6306620209059234
split_13+3,mi_r80,All_6,0.8494889711595859,0.179372197309417,0.627177700348432
split_14+2,no_fs,Old_3,0.8045088473275015,0.1770906535488405,0.4390243902439024
split_14+2,no_fs,New_3,0.8526377860693988,0.1783756851021425,0.6236933797909407
split_14+2,no_fs,All_6,0.8417662411602976,0.1720930232558139,0.6445993031358885
split_14+2,mi_r80,Old_3,0.7938757873852781,0.1650540694365395,0.5052264808362369
