method,AUC_mean,AUC_std,AUC_count,PR_AUC_mean,PR_AUC_std,PR_AUC_count,F1_mean,F1_std,F1_count,G_Mean_mean,G_Mean_std,G_Mean_count,Recall_mean,Recall_std,Recall_count,Precision_mean,Precision_std,Precision_count,Balanced_Accuracy_mean,Balanced_Accuracy_std,Balanced_Accuracy_count,Type1_Error_mean,Type1_Error_std,Type1_Error_count,Type2_Error_mean,Type2_Error_std,Type2_Error_count,Recall_at_5pctFPR_mean,Recall_at_5pctFPR_std,Recall_at_5pctFPR_count,Precision_at_5pctFPR_mean,Precision_at_5pctFPR_std,Precision_at_5pctFPR_count,Realized_FPR_at_5pctFPR_mean,Realized_FPR_at_5pctFPR_std,Realized_FPR_at_5pctFPR_count
B_data_equal,0.844660263686,,1,0.0934867335276,,1,0.148514851485,,1,0.392987627099,,1,0.155709342561,,1,0.141955835962,,1,0.573776343395,,1,0.00815665577113,,1,0.844290657439,,1,0.387543252595,,1,0.0752688172043,,1,0.0412630821363,,1
B_model_FIFO3_equal,0.842826966895,,1,0.10940595343,,1,0.172514619883,,1,0.449550039304,,1,0.204152249135,,1,0.149367088608,,1,0.597038190121,,1,0.0100758688938,,1,0.795847750865,,1,0.387543252595,,1,0.0782122905028,,1,0.039583770654,,1
Recent3y,0.824728297384,,1,0.0929905931142,,1,0.164835164835,,1,0.393343916952,,1,0.155709342561,,1,0.175097276265,,1,0.574675974546,,1,0.00635739346868,,1,0.844290657439,,1,0.363321799308,,1,0.073787772312,,1,0.0395237952439,,1
