split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error,tune_val_auc,tune_best_params
split_11+5,Old,oversampling,0.703687,0.099585,0.539825,0.334495,0.058501,0.128804,0.665505,0.748015,"{""d_block"": 512, ""d_embedding"": 8, ""dropout"": 0.3, ""k"": 16, ""lr"": 0.001, ""n_blocks"": 4, ""use_num_embeddings"": true, ""weight_decay"": 0.0001}"
split_11+5,Old,hybrid,0.728271,0.097521,0.588660,0.418118,0.055198,0.171238,0.581882,0.770365,"{""d_block"": 384, ""d_embedding"": 8, ""dropout"": 0.3, ""k"": 24, ""lr"": 0.002, ""n_blocks"": 3, ""use_num_embeddings"": true, ""weight_decay"": 1e-05}"
split_11+5,New,none,0.813808,0.203610,0.672378,0.491289,0.128415,0.079783,0.508711,0.797358,"{""d_block"": 512, ""d_embedding"": 8, ""dropout"": 0.3, ""k"": 32, ""lr"": 0.002, ""n_blocks"": 2, ""use_num_embeddings"": true, ""weight_decay"": 0.0003}"
split_11+5,New,undersampling,0.779130,0.197952,0.538863,0.303136,0.146959,0.042101,0.696864,0.783740,"{""d_block"": 128, ""d_embedding"": 16, ""dropout"": 0.1, ""k"": 32, ""lr"": 0.001, ""n_blocks"": 4, ""use_num_embeddings"": true, ""weight_decay"": 0.001}"
split_11+5,New,oversampling,0.814100,0.206564,0.594027,0.372822,0.142857,0.053522,0.627178,0.828767,"{""d_block"": 384, ""dropout"": 0.3, ""k"": 32, ""lr"": 0.002, ""n_blocks"": 4, ""use_num_embeddings"": false, ""weight_decay"": 0.001}"
split_11+5,New,hybrid,0.838200,0.230981,0.643591,0.439024,0.156716,0.056524,0.560976,0.838924,"{""d_block"": 512, ""dropout"": 0.2, ""k"": 32, ""lr"": 0.002, ""n_blocks"": 4, ""use_num_embeddings"": false, ""weight_decay"": 0.0001}"
split_12+4,Old,none,0.755261,0.111557,0.607560,0.435540,0.063971,0.152480,0.564460,0.712300,"{""d_block"": 512, ""dropout"": 0.3, ""k"": 16, ""lr"": 0.002, ""n_blocks"": 4, ""use_num_embeddings"": false, ""weight_decay"": 0.0001}"
split_12+4,Old,undersampling,0.760538,0.114625,0.591236,0.404181,0.066782,0.135140,0.595819,0.726665,"{""d_block"": 384, ""d_embedding"": 16, ""dropout"": 0.3, ""k"": 32, ""lr"": 0.003, ""n_blocks"": 2, ""use_num_embeddings"": true, ""weight_decay"": 0.0001}"
split_12+4,Old,oversampling,0.685023,0.096000,0.523857,0.313589,0.056675,0.124885,0.686411,0.758563,"{""d_block"": 512, ""d_embedding"": 8, ""dropout"": 0.0, ""k"": 24, ""lr"": 0.003, ""n_blocks"": 4, ""use_num_embeddings"": true, ""weight_decay"": 0.0003}"
split_12+4,Old,hybrid,0.736880,0.116576,0.547034,0.334495,0.070588,0.105377,0.665505,0.787011,"{""d_block"": 512, ""d_embedding"": 8, ""dropout"": 0.2, ""k"": 32, ""lr"": 0.003, ""n_blocks"": 3, ""use_num_embeddings"": true, ""weight_decay"": 0.001}"
split_12+4,New,none,0.751548,0.192350,0.541125,0.306620,0.140127,0.045019,0.693380,0.758875,"{""d_block"": 128, ""d_embedding"": 8, ""dropout"": 0.1, ""k"": 24, ""lr"": 0.002, ""n_blocks"": 2, ""use_num_embeddings"": true, ""weight_decay"": 0.0001}"
