old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.4781,0.3678,0.6271,0.3627,0.4589
2yr,0.4965,0.5090,0.6248,0.5136,0.5360
3yr,0.4555,0.4186,0.5607,0.4887,0.4808
4yr,0.4642,0.4545,0.5016,0.4799,0.4751
5yr,0.5118,0.5108,0.4384,0.4518,0.4782
6yr,0.5828,0.5035,0.6516,0.5316,0.5674
7yr,0.5233,0.5155,0.5210,0.5127,0.5181
avg,0.5017,0.4685,0.5607,0.4773,0.5021
