old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.6226,0.6292,0.5977,0.6108,0.6151
2yr,0.6393,0.6370,0.6200,0.6273,0.6309
3yr,0.6557,0.6512,0.6338,0.6436,0.6461
4yr,0.6517,0.6536,0.6426,0.6445,0.6481
5yr,0.6555,0.6582,0.6457,0.6510,0.6526
6yr,0.6581,0.6587,0.6512,0.6550,0.6558
7yr,0.6616,0.6613,0.6501,0.6547,0.6569
avg,0.6492,0.6499,0.6344,0.6410,0.6436
