new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2603,0.2628,0.2573,0.2568,0.2593
6yr,0.2575,0.2594,0.2599,0.2601,0.2592
5yr,0.2601,0.2640,0.2600,0.2517,0.2589
4yr,0.2605,0.2668,0.2550,0.2562,0.2596
3yr,0.2673,0.2614,0.2580,0.2579,0.2611
2yr,0.2667,0.2606,0.2514,0.2573,0.2590
1yr,0.2613,0.2661,0.2489,0.2491,0.2563
avg,0.2619,0.2630,0.2558,0.2556,0.2591
