new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.2818,0.2797,0.2649,0.2806,0.2767
6yr,0.2924,0.2757,0.2346,0.1387,0.2353
5yr,0.3150,0.2160,0.2077,0.2980,0.2592
4yr,0.2480,0.2320,0.2033,0.2132,0.2242
3yr,0.1632,0.1998,0.2320,0.1992,0.1986
2yr,0.1625,0.1763,0.2660,0.1661,0.1927
1yr,0.3039,0.2517,0.2202,0.2623,0.2595
avg,0.2524,0.2330,0.2327,0.2226,0.2352
