old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2375,0.2362,0.2183,0.2202,0.2281
2yr,0.2401,0.2399,0.2289,0.2377,0.2366
3yr,0.2529,0.2489,0.2410,0.2471,0.2475
4yr,0.2546,0.2501,0.2462,0.2504,0.2503
5yr,0.2552,0.2582,0.2476,0.2496,0.2526
6yr,0.2592,0.2554,0.2504,0.2542,0.2548
7yr,0.2597,0.2556,0.2559,0.2578,0.2573
avg,0.2513,0.2492,0.2412,0.2453,0.2467
