new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.1755,0.1774,0.1763,0.1735,0.1757
6yr,0.1722,0.1759,0.1839,0.2175,0.1873
5yr,0.1708,0.1909,0.1904,0.1677,0.1800
4yr,0.1815,0.1889,0.1881,0.1863,0.1862
3yr,0.2106,0.1935,0.1832,0.1913,0.1947
2yr,0.2105,0.2007,0.1723,0.2023,0.1965
1yr,0.1730,0.1844,0.1797,0.1714,0.1771
avg,0.1849,0.1874,0.1820,0.1872,0.1854
