new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.5035,0.5062,0.4758,0.4942,0.4949
6yr,0.5104,0.4938,0.4435,0.3235,0.4428
5yr,0.5445,0.4278,0.4098,0.5039,0.4715
4yr,0.4615,0.4536,0.3955,0.4098,0.4301
3yr,0.3655,0.4024,0.4365,0.3955,0.4000
2yr,0.3636,0.3715,0.4647,0.3535,0.3883
1yr,0.5335,0.4776,0.4047,0.4555,0.4678
avg,0.4689,0.4476,0.4329,0.4194,0.4422
