old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1537,0.1453,0.1543,0.1331,0.1466
2yr,0.1577,0.1587,0.1646,0.1572,0.1596
3yr,0.1647,0.1584,0.1661,0.1629,0.1630
4yr,0.1670,0.1623,0.1635,0.1649,0.1644
5yr,0.1727,0.1754,0.1588,0.1616,0.1671
6yr,0.1880,0.1719,0.1954,0.1744,0.1824
7yr,0.1784,0.1736,0.1745,0.1753,0.1755
avg,0.1689,0.1636,0.1682,0.1614,0.1655
