split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error,tune_val_auc,tune_best_params
split_1+15,Old,none,0.571554,0.055944,0.485579,0.306620,0.030780,0.231013,0.693380,0.573436,"{""learning_rate"": 0.2, ""max_depth"": 3, ""min_child_weight"": 50, ""n_estimators"": 100}"
split_1+15,Old,undersampling,0.520772,0.050132,0.517588,0.428571,0.026623,0.374906,0.571429,0.573102,"{""learning_rate"": 0.3, ""max_depth"": 6, ""min_child_weight"": 5, ""n_estimators"": 100}"
split_1+15,Old,oversampling,0.575480,0.055435,0.524907,0.400697,0.029777,0.312380,0.599303,0.554700,"{""learning_rate"": 0.3, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 100}"
split_1+15,Old,hybrid,0.579940,0.057237,0.485552,0.303136,0.031602,0.222259,0.696864,0.586541,"{""learning_rate"": 0.2, ""max_depth"": 10, ""min_child_weight"": 50, ""n_estimators"": 100}"
split_1+15,New,none,0.841084,0.235824,0.655801,0.456446,0.158981,0.057774,0.543554,0.850074,"{""learning_rate"": 0.2, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 700}"
split_1+15,New,undersampling,0.857785,0.243478,0.677054,0.487805,0.162225,0.060275,0.512195,0.858642,"{""learning_rate"": 0.1, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 1000}"
split_1+15,New,oversampling,0.821293,0.183646,0.659431,0.477352,0.113693,0.089037,0.522648,0.810957,"{""learning_rate"": 0.2, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 1000}"
split_1+15,New,hybrid,0.844848,0.181918,0.713886,0.574913,0.108055,0.113547,0.425087,0.814574,"{""learning_rate"": 0.3, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 1000}"
split_1+15,Retrain,none,0.843868,0.245226,0.635862,0.425087,0.172316,0.048854,0.574913,0.843722,"{""learning_rate"": 0.1, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 1000}"
split_1+15,Retrain,undersampling,0.841576,0.231156,0.670828,0.480836,0.152150,0.064110,0.519164,0.848855,"{""learning_rate"": 0.1, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 1000}"
split_1+15,Retrain,oversampling,0.806471,0.169096,0.671704,0.505226,0.101541,0.106961,0.494774,0.797761,"{""learning_rate"": 0.3, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 1000}"
split_1+15,Retrain,hybrid,0.838110,0.201183,0.696461,0.533101,0.123987,0.090121,0.466899,0.808274,"{""learning_rate"": 0.3, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 700}"
split_1+15,Finetune,none,0.814641,0.144707,0.692984,0.564460,0.082992,0.149229,0.435540,0.566163,"{""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 50, ""n_estimators"": 100}"
split_1+15,Finetune,undersampling,0.840368,0.211246,0.669616,0.484321,0.135083,0.074198,0.515679,0.563641,"{""learning_rate"": 0.1, ""max_depth"": 10, ""min_child_weight"": 50, ""n_estimators"": 100}"
split_1+15,Finetune,oversampling,0.756182,0.137856,0.622282,0.439024,0.081765,0.117966,0.560976,0.554700,"{""learning_rate"": 0.3, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 100}"
split_1+15,Finetune,hybrid,0.796795,0.164258,0.628678,0.435540,0.101215,0.092539,0.564460,0.574237,"{""learning_rate"": 0.3, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 100}"
split_2+14,Old,none,0.599089,0.070245,0.408254,0.184669,0.043372,0.097457,0.815331,0.659409,"{""learning_rate"": 0.2, ""max_depth"": 10, ""min_child_weight"": 5, ""n_estimators"": 700}"
