new_years,none,undersampling,oversampling,hybrid,avg
7yr,0.6657,0.6668,0.6540,0.6594,0.6615
6yr,0.6643,0.6668,0.6546,0.6577,0.6608
5yr,0.6667,0.6650,0.6516,0.6565,0.6599
4yr,0.6651,0.6664,0.6475,0.6509,0.6575
3yr,0.6652,0.6635,0.6505,0.6524,0.6579
2yr,0.6586,0.6642,0.6466,0.6525,0.6555
1yr,0.6574,0.6555,0.6385,0.6407,0.6480
avg,0.6633,0.6640,0.6491,0.6529,0.6573
