old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.3424,0.4433,0.2434,0.4946,0.3809
2yr,0.3205,0.3102,0.2268,0.3106,0.2920
3yr,0.3290,0.3683,0.2629,0.3130,0.3183
4yr,0.3185,0.3355,0.3039,0.3138,0.3179
5yr,0.2787,0.2740,0.3544,0.3390,0.3115
6yr,0.2147,0.2851,0.1709,0.2642,0.2337
7yr,0.2615,0.2748,0.2699,0.2732,0.2699
avg,0.2950,0.3273,0.2618,0.3298,0.3035
