,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
DES_baseline_new_010,0.52844545683222,0.13303769401330376,0.509832333847463,0.40540540540540543,0.07957559681697612,0.358841778697001,0.5945945945945946
DES_combined_new_010,0.540261046982867,0.15611814345991562,,0.5,0.0925,,
DES_baseline_new_020,0.5281240392408955,0.13303769401330376,0.509832333847463,0.40540540540540543,0.07957559681697612,0.358841778697001,0.5945945945945946
DES_combined_new_020,0.5149459179965902,0.148014440433213,,0.5540540540540541,0.08541666666666667,,
DES_baseline_new_030,0.5280262164957098,0.13303769401330376,0.509832333847463,0.40540540540540543,0.07957559681697612,0.358841778697001,0.5945945945945946
DES_combined_new_030,0.5517412448643059,0.15415821501014199,,0.5135135135135135,0.09069212410501193,,
DES_baseline_new_050,0.5276908242265016,0.13303769401330376,0.509832333847463,0.40540540540540543,0.07957559681697612,0.358841778697001,0.5945945945945946
DES_combined_new_050,0.5628860504765365,0.15879828326180256,,0.5,0.09438775510204081,,
DES_baseline_new_070,0.4642108499399089,0.0,0.0,0.0,0.0,0.009307135470527405,1.0
DES_combined_new_070,0.509195338047458,0.0,,0.0,0.0,,
DES_baseline_new_100,0.6053271472092568,0.0,0.0,0.0,0.0,0.0,1.0
DES_combined_new_100,0.5471016518069258,0.0,,0.0,0.0,,
