,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
DES_baseline_new_010,0.6292258229247304,0.1737776393646839,0.35118917214046397,0.12874942316566682,0.2672413793103448,0.042063012041568155,0.8712505768343332
DES_combined_new_010,0.6427359699947444,0.18223684210526317,,0.1278264882325796,0.3172966781214204,,
DES_baseline_new_020,0.6338257682854802,0.17736434108527133,0.35549603965149945,0.1319796954314721,0.27032136105860116,0.04244790234783087,0.868020304568528
DES_combined_new_020,0.651043437391917,0.18175765645805592,,0.12598061836640517,0.32616487455197135,,
DES_baseline_new_030,0.6322912310093146,0.17858257883234468,0.3557205140825339,0.1319796954314721,0.27606177606177607,0.04123824709957662,0.868020304568528
DES_combined_new_030,0.6521110899637258,0.18386989711251245,,0.1278264882325796,0.32742316784869974,,
DES_baseline_new_050,0.6381950687201355,0.1832797427652733,0.35603362117518716,0.13151822796492849,0.3022269353128314,0.03617968878869522,0.8684817720350715
DES_combined_new_050,0.6553166230872931,0.16931582584657912,,0.11305952930318412,0.33700137551581844,,
DES_baseline_new_070,0.6338821100960845,0.15207060420909707,0.31656639361964284,0.10336871250576835,0.28754813863928114,0.0305163028536867,0.8966312874942317
DES_combined_new_070,0.6544177675859841,0.1660752306600426,,0.10798338717120443,0.35944700460829493,,
DES_baseline_new_100,0.6374301471288805,0.1640597844977407,0.32568073818544035,0.10890632210429164,0.3323943661971831,0.026062572166932425,0.8910936778957084
DES_combined_new_100,0.6566581696805244,0.1605159441060552,,0.10336871250576835,0.358974358974359,,
