split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_11+5,Old,undersampling,0.702344,0.077621,0.642565,0.641115,0.041311,0.355982,0.358885
split_11+5,Old,oversampling,0.686273,0.074074,0.636011,0.658537,0.039244,0.385744,0.341463
split_11+5,Old,hybrid,0.707599,0.086903,0.613116,0.491289,0.047667,0.234848,0.508711
split_11+5,New,none,0.781335,0.210101,0.586748,0.362369,0.147937,0.049937,0.637631
split_11+5,New,undersampling,0.767155,0.174134,0.578929,0.358885,0.114955,0.066111,0.641115
split_11+5,New,oversampling,0.788005,0.138298,0.655910,0.498258,0.080292,0.136557,0.501742
split_11+5,New,hybrid,0.812849,0.164103,0.635154,0.445993,0.100550,0.095456,0.554007
split_12+4,Old,none,0.743501,0.088042,0.674326,0.675958,0.047087,0.327303,0.324042
split_12+4,Old,undersampling,0.747566,0.097921,0.676628,0.623693,0.053131,0.265944,0.376307
split_12+4,Old,oversampling,0.602611,0.065725,0.553649,0.421603,0.035641,0.272947,0.578397
split_12+4,Old,hybrid,0.722814,0.105924,0.622072,0.470383,0.059682,0.177324,0.529617
split_12+4,New,none,0.781410,0.232932,0.619838,0.404181,0.163611,0.049437,0.595819
split_12+4,New,undersampling,0.803004,0.210356,0.649642,0.452962,0.136986,0.068278,0.547038
split_12+4,New,oversampling,0.793337,0.156425,0.597190,0.390244,0.097817,0.086119,0.609756
split_12+4,New,hybrid,0.825004,0.183989,0.646657,0.456446,0.115215,0.083868,0.543554
split_13+3,Old,none,0.748388,0.095213,0.678020,0.641115,0.051425,0.282951,0.358885
split_13+3,Old,undersampling,0.742130,0.080911,0.661156,0.693380,0.042962,0.369571,0.306620
split_13+3,Old,oversampling,0.695058,0.083381,0.615267,0.508711,0.045412,0.255857,0.491289
split_13+3,Old,hybrid,0.692498,0.093995,0.625784,0.501742,0.051855,0.219508,0.498258
split_13+3,New,none,0.790398,0.191808,0.563259,0.334495,0.134454,0.051521,0.665505
split_13+3,New,undersampling,0.813580,0.261972,0.561362,0.324042,0.219858,0.027511,0.675958
split_13+3,New,oversampling,0.796596,0.177083,0.576883,0.355401,0.117919,0.063610,0.644599
split_13+3,New,hybrid,0.824001,0.172207,0.697658,0.550523,0.102067,0.115882,0.449477
split_14+2,Old,none,0.756362,0.093301,0.685546,0.679443,0.050090,0.308295,0.320557
split_14+2,Old,undersampling,0.642269,0.059709,0.566768,0.801394,0.031010,0.599166,0.198606
split_14+2,Old,oversampling,0.735268,0.109890,0.650182,0.522648,0.061400,0.191163,0.477352
split_14+2,Old,hybrid,0.715643,0.112305,0.587973,0.400697,0.065304,0.137224,0.599303
split_14+2,New,none,0.810530,0.176581,0.665890,0.491289,0.107634,0.097457,0.508711
split_14+2,New,undersampling,0.752782,0.235849,0.578827,0.348432,0.178253,0.038433,0.651568
split_14+2,New,oversampling,0.834949,0.179262,0.577242,0.355401,0.119859,0.062443,0.644599
split_14+2,New,hybrid,0.837644,0.196491,0.529975,0.292683,0.147887,0.040350,0.707317
split_15+1,Old,none,0.770852,0.096842,0.702783,0.721254,0.051906,0.315215,0.278746
split_15+1,Old,undersampling,0.723687,0.095238,0.659849,0.585366,0.051836,0.256190,0.414634
split_15+1,Old,oversampling,0.685259,0.088635,0.588283,0.432056,0.049383,0.199000,0.567944
split_15+1,Old,hybrid,0.752659,0.113293,0.652924,0.522648,0.063532,0.184327,0.477352
split_15+1,New,none,0.799848,0.250797,0.626720,0.411150,0.180428,0.044685,0.588850
split_15+1,New,undersampling,0.784878,0.294215,0.551529,0.310105,0.279874,0.019091,0.689895
split_15+1,New,oversampling,0.782209,0.177515,0.584575,0.365854,0.117188,0.065944,0.634146
split_15+1,New,hybrid,0.796251,0.180412,0.485162,0.243902,0.143149,0.034931,0.756098
