new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.0758,0.0724,0.0683,0.0699,0.0716
2yr,0.0763,0.0607,0.0709,0.0662,0.0685
3yr,0.0624,0.0584,0.0534,0.0508,0.0563
avg,0.0715,0.0638,0.0642,0.0623,0.0655
