old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.2010,0.1528,0.1846,0.0406,0.1448
2yr,0.0398,0.0201,0.0894,0.0503,0.0499
3yr,0.0438,0.0491,0.0995,0.0961,0.0721
avg,0.0949,0.0740,0.1245,0.0623,0.0889
