new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.6276,0.6240,0.6104,0.6275,0.6224
2yr,0.6148,0.5700,0.5996,0.6093,0.5984
3yr,0.5617,0.5599,0.5713,0.5630,0.5640
avg,0.6014,0.5846,0.5938,0.5999,0.5949
