new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1007,0.0939,0.0981,0.1053,0.0995
2yr,0.0921,0.0851,0.0979,0.0921,0.0918
3yr,0.0939,0.0892,0.0841,0.0835,0.0877
avg,0.0956,0.0894,0.0934,0.0937,0.0930
