new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.1496,0.1338,0.1743,0.2130,0.1677
2yr,0.1162,0.1426,0.1585,0.1514,0.1422
3yr,0.1901,0.1884,0.1972,0.2342,0.2025
avg,0.1520,0.1549,0.1766,0.1995,0.1708
