old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.0947,0.0677,0.0800,0.0683,0.0777
2yr,0.0738,0.0410,0.1023,0.0811,0.0745
3yr,0.0841,0.0992,0.1042,0.1211,0.1022
avg,0.0842,0.0693,0.0955,0.0902,0.0848
