new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.0710,0.0668,0.0926,0.1103,0.0852
2yr,0.0548,0.0859,0.0809,0.0831,0.0762
3yr,0.1113,0.1182,0.1361,0.1703,0.1339
avg,0.0790,0.0903,0.1032,0.1212,0.0984
