new_years,none,undersampling,oversampling,hybrid,avg
1yr,0.8504,0.8662,0.8257,0.7870,0.8323
2yr,0.8838,0.8574,0.8415,0.8486,0.8578
3yr,0.8099,0.8116,0.8028,0.7658,0.7975
avg,0.8480,0.8451,0.8234,0.8005,0.8292
