old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.3063,0.1725,0.2394,0.0722,0.1976
2yr,0.0775,0.0317,0.1778,0.0968,0.0960
3yr,0.0933,0.1180,0.1954,0.2236,0.1576
avg,0.1590,0.1074,0.2042,0.1309,0.1504
