old_years,none,undersampling,oversampling,hybrid,avg
1yr,0.4947,0.3823,0.4418,0.2632,0.3955
2yr,0.2727,0.1762,0.4024,0.3032,0.2886
3yr,0.2987,0.3349,0.4195,0.4496,0.3757
avg,0.3554,0.2978,0.4212,0.3387,0.3533
