method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version
B_model_FIFO3_equal,7368,0.829864616255,0.0874159485032,0.118644067797,0.346142476297,0.120689655172,0.116666666667,0.556719656588,0.111531611754,0.00725034199726,0.879310344828,0.172413793103,0.0448430493274,0.0291381668947,223,42,study3b_overlap_event_target_v1_financial18_exploratory
B_data_equal,7368,0.828786735223,0.0758170017499,0.0990099009901,0.292845970103,0.0862068965517,0.116279069767,0.540504269069,0.0929300035174,0.00519835841313,0.913793103448,0.189655172414,0.0709677419355,0.0196990424077,155,42,study3b_overlap_event_target_v1_financial18_exploratory
Recent3y,7368,0.821871314685,0.054530835945,0.0941176470588,0.262199400979,0.0689655172414,0.148148148148,0.532909571206,0.0895645978162,0.003146374829,0.931034482759,0.206896551724,0.0628272251309,0.024487004104,191,42,study3b_overlap_event_target_v1_financial18_exploratory
