split,method,sampling,AUC,F1,G_Mean,Recall,Precision,Type1_Error,Type2_Error
split_1+15,Old,none,0.520211,0.053543,0.528126,0.749129,0.027763,0.627678,0.250871
split_1+15,Old,undersampling,0.635337,0.073846,0.564817,0.418118,0.040499,0.237015,0.581882
split_1+15,Old,oversampling,0.481631,0.043892,0.485289,0.578397,0.022812,0.592830,0.421603
split_1+15,Old,hybrid,0.543908,0.050432,0.507599,0.386760,0.026974,0.333806,0.613240
split_1+15,New,none,0.791215,0.135802,0.674430,0.536585,0.077739,0.152313,0.463415
split_1+15,New,undersampling,0.791739,0.151966,0.661773,0.498258,0.089655,0.121050,0.501742
split_1+15,New,oversampling,0.778587,0.152636,0.559452,0.337979,0.098577,0.073947,0.662021
