method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
B_data_equal,33636,0.852869423882,0.120160229605,0.176470588235,0.406274500087,0.166089965398,0.188235294118,0.579941255227,0.169783203789,0.00620745494347,0.833910034602,0.359861591696,0.0735502121641,0.0392838936036,1414,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
B_model_FIFO2_equal,33636,0.852865999681,0.117761175038,0.200333889816,0.453933917513,0.207612456747,0.193548387097,0.600057765244,0.193158481758,0.00749692626023,0.792387543253,0.377162629758,0.0795620437956,0.0378144960566,1370,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
Recent3y,33636,0.845029973697,0.096580165906,0.165631469979,0.371172628567,0.138408304498,0.20618556701,0.566895098961,0.159832592623,0.0046181065763,0.861591695502,0.391003460208,0.0735677083333,0.0426725042732,1536,42,study3b_overlap_event_target_v1_financial18_exploratory,tomek
