method,n_predictions,AUC,PR_AUC,F1,G_Mean,Recall,Precision,Balanced_Accuracy,Cohen_Kappa,Type1_Error,Type2_Error,Recall_at_5pctFPR,Precision_at_5pctFPR,Realized_FPR_at_5pctFPR,Alerts_at_5pctFPR,seed,protocol_version,imbalance_method
B_model_FIFO3_equal,33636,0.857583408104,0.117550275496,0.192109777015,0.438621321758,0.193771626298,0.190476190476,0.593317276249,0.18504766702,0.00713707379974,0.806228373702,0.429065743945,0.0817402768622,0.041772873122,1517,42,study3b_overlap_event_target_v1_financial18_exploratory,none
B_data_equal,33636,0.855103456026,0.112485433494,0.188948306595,0.426833244213,0.18339100346,0.194852941176,0.588411848028,0.182134157877,0.00656730740396,0.81660899654,0.363321799308,0.0812693498452,0.0355954058836,1292,42,study3b_overlap_event_target_v1_financial18_exploratory,none
Recent3y,33636,0.839085767223,0.0954185857507,0.174342105263,0.426530354166,0.18339100346,0.166144200627,0.58770713696,0.166830304447,0.00797672954089,0.81660899654,0.391003460208,0.0789106145251,0.039553782949,1432,42,study3b_overlap_event_target_v1_financial18_exploratory,none
