split,fs,ensemble,AUC,F1,Recall
split_1+7,no_fs,Dynamic_KNORA_E,0.6320614405894766,0.24408751738965473,0.44531610521458237
split_1+7,no_fs,Dynamic_KNORA_U,0.6395287332644456,0.24568052613978375,0.5085371481310568
split_1+7,no_fs,Dynamic_DES_KNN,0.6361234758645106,0.24343476448520215,0.5389940009229349
split_1+7,rfe_r80,Dynamic_KNORA_E,0.6263566613181506,0.24123238282530318,0.509460083064144
split_1+7,rfe_r80,Dynamic_KNORA_U,0.6337551627085161,0.24079579236222273,0.48592524227041994
split_1+7,rfe_r80,Dynamic_DES_KNN,0.6287591036802652,0.23770694341487522,0.44393170281495153
split_2+6,no_fs,Dynamic_KNORA_E,0.6293393889963684,0.24201045903544452,0.384402399630826
split_2+6,no_fs,Dynamic_KNORA_U,0.6454710974851419,0.2476629840961515,0.47069681587448087
split_2+6,no_fs,Dynamic_DES_KNN,0.6422003269197324,0.2482394366197183,0.5205353022611906
split_2+6,rfe_r80,Dynamic_KNORA_E,0.6308062089881764,0.24098419973465204,0.4610059990770651
split_2+6,rfe_r80,Dynamic_KNORA_U,0.6428124323283817,0.24853681774874098,0.4213197969543147
split_2+6,rfe_r80,Dynamic_DES_KNN,0.6379109200822897,0.24561403508771928,0.3940932164282418
split_3+5,no_fs,Dynamic_KNORA_E,0.6307003576994551,0.24273424784933736,0.48177203507152744
split_3+5,no_fs,Dynamic_KNORA_U,0.6476753367030152,0.24727088093424726,0.4494693124134749
split_3+5,no_fs,Dynamic_DES_KNN,0.6438578390929477,0.2494612068965517,0.4273188740193816
split_3+5,rfe_r80,Dynamic_KNORA_E,0.6368758662664947,0.24364191251271616,0.4420858329487771
split_3+5,rfe_r80,Dynamic_KNORA_U,0.6448385018653832,0.2482629609834313,0.42870327641901246
split_3+5,rfe_r80,Dynamic_DES_KNN,0.641824753403164,0.24635568513119532,0.38994000922934935
split_4+4,no_fs,Dynamic_KNORA_E,0.6347890365926498,0.24254725358366105,0.4411628980156899
split_4+4,no_fs,Dynamic_KNORA_U,0.6511229701432629,0.2541856925418569,0.4623904014766959
split_4+4,no_fs,Dynamic_DES_KNN,0.6478787924462652,0.24892818863879956,0.42870327641901246
split_4+4,rfe_r80,Dynamic_KNORA_E,0.6322259839627749,0.2423335826477188,0.4485463774803876
split_4+4,rfe_r80,Dynamic_KNORA_U,0.6455243974089006,0.25231771485843146,0.46469773880941395
split_4+4,rfe_r80,Dynamic_DES_KNN,0.6402661144281993,0.24903690816453336,0.4623904014766959
split_5+3,no_fs,Dynamic_KNORA_E,0.6372185285709161,0.24919700214132762,0.42962621135209966
split_5+3,no_fs,Dynamic_KNORA_U,0.6532845541972048,0.25769700257697004,0.43839409321642825
split_5+3,no_fs,Dynamic_DES_KNN,0.6483969981320541,0.24855941442142968,0.3682510383017997
split_5+3,rfe_r80,Dynamic_KNORA_E,0.6310054905645813,0.23856070264910043,0.3885556068297185
split_5+3,rfe_r80,Dynamic_KNORA_U,0.6482801722101379,0.24655172413793103,0.39593908629441626
split_5+3,rfe_r80,Dynamic_DES_KNN,0.6434872390517694,0.2434934117390831,0.5159206275957545
split_6+2,no_fs,Dynamic_KNORA_E,0.6418142735800207,0.24563773499943714,0.5034610059990771
split_6+2,no_fs,Dynamic_KNORA_U,0.6546014594308284,0.25407517176343797,0.435163820950623
split_6+2,no_fs,Dynamic_DES_KNN,0.6515175240659115,0.2522255192878338,0.5491462851868943
split_6+2,rfe_r80,Dynamic_KNORA_E,0.6331992245844369,0.24219989423585406,0.42270419935394554
split_6+2,rfe_r80,Dynamic_KNORA_U,0.6473100907603434,0.24432322719776733,0.44439317028149516
split_6+2,rfe_r80,Dynamic_DES_KNN,0.6422436418303993,0.2444933920704846,0.4610059990770651
split_7+1,no_fs,Dynamic_KNORA_E,0.6415826263512692,0.24574358974358973,0.5528380249192432
split_7+1,no_fs,Dynamic_KNORA_U,0.6513850672213412,0.2540081735303364,0.5592985694508538
split_7+1,no_fs,Dynamic_DES_KNN,0.6489012983866502,0.24405191059841383,0.6248269497000462
split_7+1,rfe_r80,Dynamic_KNORA_E,0.6301495453000124,0.24541152025857094,0.490539916935856
split_7+1,rfe_r80,Dynamic_KNORA_U,0.6451528204350563,0.24541801430951682,0.5777572681125981
split_7+1,rfe_r80,Dynamic_DES_KNN,0.6394608301004474,0.24769647696476965,0.42178126442085834
