test_feature_years,test_event_years,n_test,n_positive,prevalence,average_precision,roc_auc,f1_threshold_tp,f1_threshold_fp,f1_threshold_fn,f1_threshold_tn,f1_threshold_recall,f1_threshold_precision,f1_threshold_fpr,f1_threshold_alerts,fpr_budget_threshold_tp,fpr_budget_threshold_fp,fpr_budget_threshold_fn,fpr_budget_threshold_tn,fpr_budget_threshold_recall,fpr_budget_threshold_precision,fpr_budget_threshold_fpr,fpr_budget_threshold_alerts
2009-2018,2010-2019,33636,289,0.00859198477821,0.121487045644,0.857592124253,62,296,227,33051,0.214532871972,0.173184357542,0.00887636069212,358,116,1405,173,31942,0.401384083045,0.0762656147272,0.0421327255825,1521
